Symbol,Company Name,Industry,Market Cap
EC,Ecopetrol,Oil & Gas Integrated,19304243850
ECBK,ECB Bancorp,Banks - Regional,99826720
ECC,Eagle Point Credit Company,Asset Management,631179596
ECL,Ecolab,Specialty Chemicals,49903048268
ECOR,electroCore,Medical Devices,28542812
ECPG,Encore Capital Group,Mortgage Finance,1081576314
ECVT,Ecovyst,Specialty Chemicals,1351811250
ECX,ECARX Holdings,Auto Parts,2182945689
ED,Consolidated Edison,Utilities - Regulated Electric,32987142600
EDAP,EDAP TMS,Medical Devices,382937138
EDBL,Edible Garden AG,Farm Products,4492910
EDIT,Editas Medicine,Biotechnology,643038992
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,762588442
EDR,Endeavor Group Holdings,Entertainment,6938375305
EDRY,EuroDry,Marine Shipping,45364831
EDSA,Edesa Biotech,Biotechnology,18526871
EDTK,Skillful Craftsman Education Technology,Education & Training Services,27267000
EDTX,EdtechX Holdings Acquisition Corp. II,Shell Companies,64765622
EDU,New Oriental Education & Technology Group,Education & Training Services,6399865080
EDUC,Educational Development,Publishing,11501543
EE,Excelerate Energy,Utilities - Renewable,2193671861
EEFT,Euronet Worldwide,Software - Infrastructure,5864398956
EEIQ,Elite Education Group International,Education & Training Services,17387584
EEX,Emerald Holding,Advertising Agencies,211874596
EFC,Ellington Financial,REIT - Mortgage,852281922
EFHT,EF Hutton Acquisition Corporation I Common Stock,Shell Companies,150714760
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",8971366
EFSC,Enterprise Financial Services,Banks - Regional,1481302280
EFSH,1847 Holdings LLC,Conglomerates,1652752
EFTR,eFFECTOR Therapeutics,Biotechnology,31020718
EFX,Equifax,Consulting Services,25769957280
EFXT,Enerflex,Oil & Gas Equipment & Services,759757460
EGAN,eGain,Software - Application,219313760
EGBN,Eagle Bancorp,Banks - Regional,575625336
EGGF,EG Acquisition,Shell Companies,287718760
EGHT,"8x8, Inc.",Software - Application,404711840
EGIO,Edgio,Software - Infrastructure,119412152
EGLE,Eagle Bulk Shipping,Marine Shipping,584529771
EGLX,Enthusiast Gaming Holdings,Internet Content & Information,75291613
EGO,Eldorado Gold,Gold,1924684080
EGP,EastGroup Properties,REIT - Industrial,7228301808
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,277928299
EGY,VAALCO Energy,Oil & Gas E&P,416414700
EH,EHang Holdings,Aerospace & Defense,681226272
EHAB,Enhabit,Medical Care Facilities,595561777
EHC,Encompass Health,Medical Care Facilities,6194584800
EHTH,eHealth,Insurance Brokers,223061475
EIC,Eagle Point Income Company,,106319005
EIG,Employers Holdings,Insurance - Specialty,1005986592
EIGR,Eiger BioPharmaceuticals,Biotechnology,54927536
EIX,Edison International,Utilities - Regulated Electric,26134760466
EJH,E-Home Household Service Holdings,Personal Services,5952710
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,21064524
EL,The Estée Lauder Companies,Household & Personal Products,71439711240
ELA,Envela,Luxury Goods,174740654
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,4191600636
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,47998575
ELDN,Eledon Pharmaceuticals,Biotechnology,51766100
ELEV,Elevation Oncology,Biotechnology,90625803
ELF,e.l.f. Beauty,Household & Personal Products,4786397007
ELLO,Ellomay Capital,Utilities - Renewable,190218480
ELMD,Electromed,Medical Devices,103418088
ELME,Elme Communities,REIT - Office,1393897749
ELOX,Eloxx Pharmaceuticals,Biotechnology,19258940
ELP,Companhia Paranaense de Energia - COPEL,Utilities - Diversified,20195738173
ELS,Equity LifeStyle Properties,REIT - Residential,12723794805
ELSE,Electro-Sensors,Scientific & Technical Instruments,15254689
ELTK,Eltek,Electronic Components,36092526
ELV,Elevance Health,Healthcare Plans,108531348480
ELVN,Enliven Therapeutics,Biotechnology,830107812
ELYM,Eliem Therapeutics,Biotechnology,78224310
ELYS,Elys Game Technology,Gambling,20182656
EM,Smart Share Global,Personal Services,233057650
EMAN,eMagin,Electronic Components,166083392
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,1549240060
EMBK,Embark Technology,Software - Application,68081776
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,Shell Companies,203269985
EME,EMCOR Group,Engineering & Construction,7842663215
EMKR,EMCORE,Semiconductors,49085060
EML,The Eastern Company,Tools & Accessories,103658187
EMLD,FTAC Emerald Acquisition,Shell Companies,354599543
EMN,Eastman Chemical Company,Specialty Chemicals,9824082400
EMR,Emerson Electric Co.,Specialty Industrial Machinery,47143037640
EMX,EMX Royalty,Other Industrial Metals & Mining,213581520
ENB,Enbridge,Oil & Gas Midstream,75095378826
ENCP,Energem,Shell Companies,56694592
ENER,Accretion Acquisition,Shell Companies,109384776
ENFN,Enfusion,Software - Application,589436090
ENG,ENGlobal,Engineering & Construction,15912617
ENIC,Enel Chile,Utilities - Regulated Electric,3900990735
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,4603971241
ENLT,Enlight Renewable Energy,Utilities - Renewable,2171375872
ENLV,Enlivex Therapeutics,Biotechnology,51428651
ENOB,Enochian Biosciences,Biotechnology,58462436
ENOV,Enovis,Specialty Industrial Machinery,2986947684
ENPH,Enphase Energy,Solar,22251834280
ENR,Energizer Holdings,Electrical Equipment & Parts,2487389299
ENS,EnerSys,Electrical Equipment & Parts,3504972900
ENSC,Ensysce Biosciences,Biotechnology,40869632
ENSG,The Ensign Group,Medical Care Facilities,5142763728
ENSV,Enservco,Oil & Gas Equipment & Services,7729654
ENTA,Enanta Pharmaceuticals,Biotechnology,558178654
ENTF,Enterprise 4.0 Technology Acquisition,Shell Companies,325113000
ENTG,Entegris,Semiconductor Equipment & Materials,14486513526
ENTX,Entera Bio,Biotechnology,26703896
ENV,Envestnet,Software - Application,2945437974
ENVA,Enova International,Credit Services,1434884595
ENVB,Enveric Biosciences,Biotechnology,7357076
ENVX,Enovix,Electrical Equipment & Parts,1845727200
ENZ,Enzo Biochem,Diagnostics & Research,119687348
EOCW,Elliott Opportunity II,Shell Companies,784731322
EOG,EOG Resources,Oil & Gas E&P,67018993727
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,562966492
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,256026290
EP,Empire Petroleum,Oil & Gas E&P,261231864
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1460382308
EPAM,EPAM Systems,Information Technology Services,14331611250
EPC,Edgewell Personal Care Company,Household & Personal Products,2239347984
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,56972164096
EPIX,ESSA Pharma,Biotechnology,123017796
EPM,Evolution Petroleum,Oil & Gas E&P,273447303
EPOW,Sunrise New Energy Co.,Consulting Services,54942720
EPR,EPR Properties,REIT - Specialty,3159468024
EPRT,Essential Properties Realty Trust,REIT - Diversified,3640577480
EPSN,Epsilon Energy,Oil & Gas E&P,117153904
EQ,Equillium,Biotechnology,21388363
EQBK,Equity Bancshares,Banks - Regional,347858070
EQC,Equity Commonwealth,REIT - Office,2319100280
EQH,Equitable Holdings,Insurance - Diversified,8724033696
EQIX,Equinix,REIT - Specialty,67671586520
EQNR,Equinor ASA,Oil & Gas Integrated,85932447032
EQR,Equity Residential,REIT - Residential,23283711758
EQRX,"EQRx, Inc.",Biotechnology,872372624
EQS,Equus Total Return,Asset Management,21291008
EQT,EQT Corporation,Oil & Gas E&P,13102326180
EQX,Equinox Gold,Gold,1532269200
ERAS,Erasca,Biotechnology,415625618
ERES,East Resources Acquisition Company,Shell Companies,118369100
ERF,Enerplus,Oil & Gas E&P,3155880500
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,17549099325
ERIE,Erie Indemnity Company,Insurance Brokers,11941444235
ERII,Energy Recovery,Pollution & Treatment Controls,1421649948
ERJ,Embraer,Aerospace & Defense,2640901495
ERNA,Eterna Therapeutics,Biotechnology,13438678
ERO,Ero Copper,Copper,1717709440
ERYP,ERYTECH Pharma,Biotechnology,32220095
ES,Eversource Energy,Utilities - Regulated Electric,26319396657
ESAB,ESAB Corporation,Metal Fabrication,3618899352
ESAC,ESGEN Acquisition,Shell Companies,105019123
ESBA,"Empire State Realty OP,",REIT - Office,1556618386
ESCA,"Escalade,",Leisure,166299364
ESE,ESCO Technologies,Scientific & Technical Instruments,2447534662
ESEA,Euroseas,Marine Shipping,144330010
ESGR,Enstar Group,Insurance - Diversified,4244748206
ESI,Element Solutions,Specialty Chemicals,4446956400
ESLT,Elbit Systems,Aerospace & Defense,9185274912
ESMT,EngageSmart,Software - Infrastructure,2996389680
ESNT,Essent Group,Insurance - Specialty,4797695070
ESOA,Energy Services of America,Engineering & Construction,34334432
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,48809498
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,155328835
ESQ,Esquire Financial Holdings,Banks - Regional,344011920
ESRT,Empire State Realty Trust,REIT - Diversified,1587729232
ESS,Essex Property Trust,REIT - Residential,13940635998
ESSA,ESSA Bancorp,Banks - Regional,136264890
ESTA,Establishment Labs Holdings,Medical Devices,1766127836
ESTC,Elastic,Software - Application,6253672444
ESTE,Earthstone Energy,Oil & Gas E&P,1816108945
ET,Energy Transfer LP,Oil & Gas Midstream,40082350612
ETAO,ETAO International Co.,Health Information Services,62605764
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",688175410
ETN,Eaton Corporation,Specialty Industrial Machinery,69401037557
ETNB,89bio,Biotechnology,1238035747
ETON,Eton Pharmaceuticals,Biotechnology,93601148
ETR,Entergy,Utilities - Regulated Electric,21260996654
ETRN,Equitrans Midstream,Oil & Gas Midstream,2512461446
ETSY,"Etsy, Inc.",Internet Retail,10990663200
ETWO,E2open Parent Holdings,Software - Application,1351173720
EU,enCore Energy,Uranium,278566866
EUDA,EUDA Health Holdings,Health Information Services,34450724
EURN,Euronav NV,Oil & Gas Midstream,3383917680
EVA,Enviva,Lumber & Wood Production,623628700
EVAX,Evaxion Biotech,Biotechnology,46002120
EVBG,Everbridge,Software - Application,967506298
EVBN,Evans Bancorp,Banks - Regional,130887730
EVC,Entravision Communications,Broadcasting,455211386
EVCM,EverCommerce,Software - Infrastructure,2232230625
EVE,EVe Mobility Acquisition,Shell Companies,362659127
EVER,EverQuote,Internet Content & Information,283371215
EVEX,Eve Holding,Aerospace & Defense,2343808879
EVGN,Evogene,Biotechnology,24746700
EVGO,"EVgo, Inc.",Specialty Retail,1063010457
EVGR,Evergreen,Shell Companies,158913950
EVH,Evolent Health,Health Information Services,3706777200
EVI,EVI Industries,Industrial Distribution,239388015
EVLO,Evelo Biosciences,Biotechnology,16916825
EVLV,Evolv Technologies Holdings,Security & Protection Services,819328036
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,3786783414
EVOK,Evoke Pharma,Drug Manufacturers - Specialty & Generic,5465919
EVR,Evercore,Capital Markets,4150317456
EVRG,Evergy,Utilities - Regulated Electric,13615489206
EVRI,Everi Holdings,Gambling,1340975532
EVTC,EVERTEC,Software - Infrastructure,2359095625
EVTL,Vertical Aerospace,Aerospace & Defense,392006145
EVTV,Envirotech Vehicles,Auto Manufacturers,36953408
EW,Edwards Lifesciences,Medical Devices,53304747333
EWBC,East West Bancorp,Banks - Diversified,6857657888
EWCZ,European Wax Center,Household & Personal Products,1066180317
EWTX,Edgewise Therapeutics,Biotechnology,580272098
EXAI,Exscientia,Biotechnology,744943400
EXAS,Exact Sciences,Diagnostics & Research,15004673840
EXC,Exelon,Utilities - Regulated Electric,39653466987
EXEL,Exelixis,Biotechnology,6444356072
EXFY,Expensify,Software - Application,539977272
EXK,Endeavour Silver,Other Precious Metals & Mining,620476174
EXLS,ExlService Holdings,Information Technology Services,5175513789
EXP,Eagle Materials,Building Materials,6028305083
EXPD,Expeditors International of Washington,Integrated Freight & Logistics,17505379440
EXPE,Expedia Group,Travel Services,13779533857
EXPI,eXp World Holdings,Real Estate Services,2218771320
EXPO,Exponent,Consulting Services,4510090072
EXPR,Express,Apparel Retail,58626832
EXR,Extra Space Storage,REIT - Industrial,21058041911
EXTR,Extreme Networks,Communication Equipment,2401924140
EYE,National Vision Holdings,Specialty Retail,1929522456
EYEN,Eyenovia,Biotechnology,121577600
EYPT,EyePoint Pharmaceuticals,Biotechnology,222962350
EZFL,EZFill Holdings,Software - Application,9253645
EZGO,EZGO Technologies,Recreational Vehicles,52219128
EZPW,EZCORP,Credit Services,487678391
F,Ford Motor Company,Auto Manufacturers,45783568000
FA,First Advantage,Specialty Business Services,1901380000
FACT,Freedom Acquisition I,Shell Companies,207625825
FAF,First American Financial,Insurance - Specialty,5754236250
FAMI,Farmmi,Packaged Foods,11738337
FANG,Diamondback Energy,Oil & Gas E&P,23582060680
FANH,Fanhua,Insurance Brokers,435785196
FARM,Farmer Bros. Co.,Packaged Foods,41401880
FARO,FARO Technologies,Scientific & Technical Instruments,231928767
FAST,Fastenal Company,Industrial Distribution,31407309120
FAT,FAT Brands,Restaurants,86017386
FATBB,FAT Brands,Restaurants,92457747
FATE,Fate Therapeutics,Biotechnology,489954790
FATH,Fathom Digital Manufacturing,Computer Hardware,70796418
FATP,Fat Projects Acquisition,Shell Companies,89376433
FAZE,FaZe Holdings,Internet Content & Information,43347777
FBIN,Fortune Brands Innovations,Building Products & Equipment,8285566900
FBIO,Fortress Biotech,Biotechnology,69177375
FBIZ,First Business Financial Services,Banks - Regional,221842565
FBK,FB Financial,Banks - Regional,1276185680
FBMS,The First Bancshares,Banks - Regional,783128918
FBNC,First Bancorp,Banks - Regional,1237123470
FBP,First BanCorp.,Banks - Regional,2040605059
FBRT,Franklin BSP Realty Trust,REIT - Mortgage,1103388210
FBRX,Forte Biosciences,Biotechnology,20668886
FC,Franklin Covey Co.,Consulting Services,509228928
FCAP,First Capital,Banks - Regional,84219155
FCBC,First Community Bankshares,Banks - Regional,485865996
FCCO,First Community,Banks - Regional,126104416
FCEL,FuelCell Energy,Electrical Equipment & Parts,860151840
FCF,First Commonwealth Financial,Banks - Regional,1310831340
FCFS,FirstCash Holdings,Credit Services,4631523270
FCN,FTI Consulting,Consulting Services,6186362388
FCNCA,First Citizens BancShares,Banks - Regional,18885192494
FCPT,Four Corners Property Trust,REIT - Retail,2236560387
FCUV,Focus Universal,Scientific & Technical Instruments,120471270
FCX,Freeport-McMoRan,Copper,51211451128
FDBC,Fidelity D & D Bancorp,Banks - Regional,223522833
FDMT,4D Molecular Therapeutics,Biotechnology,755585635
FDP,Fresh Del Monte Produce,Farm Products,1276317341
FDS,FactSet Research Systems,Financial Data & Stock Exchanges,15181802705
FDUS,Fidus Investment,Asset Management,471406166
FDX,FedEx,Integrated Freight & Logistics,57579716160
FE,FirstEnergy,Utilities - Regulated Electric,21630324818
FEAM,5E Advanced Materials,Specialty Chemicals,147458328
FEDU,Four Seasons Education,Education & Training Services,18989186
FEIM,Frequency Electronics,Communication Equipment,63135720
FELE,Franklin Electric Co.,Specialty Industrial Machinery,4330150568
FEMY,Femasys,Medical Instruments & Supplies,10642176
FENC,Fennec Pharmaceuticals,Biotechnology,197345448
FENG,Phoenix New Media,Internet Content & Information,31057408
FERG,Ferguson,Industrial Distribution,30435370838
FET,Forum Energy Technologies,Oil & Gas Equipment & Services,240644645
FEXD,Fintech Ecosystem Development,Shell Companies,151501949
FF,FutureFuel,Chemicals,410061184
FFBC,First Financial Bancorp.,Banks - Regional,1808896550
FFIC,Flushing Financial,Banks - Regional,317299488
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,248172464
FFIN,First Financial Bankshares,Banks - Regional,3743834340
FFIV,"F5, Inc.",Software - Infrastructure,8618504040
FFNW,First Financial Northwest,Banks - Regional,92853114
FFWM,First Foundation,Banks - Regional,224568714
FG,F&G Annuities & Life,Insurance - Life,2521261050
FGBI,First Guaranty Bancshares,Banks - Regional,137710880
FGEN,FibroGen,Biotechnology,1714522768
FGF,FG Financial Group,Insurance - Diversified,22178501
FGH,FG Group Holdings,Leisure,36408152
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",16435000
FGMC,FG Merger,Shell Companies,106656900
FHB,First Hawaiian,Banks - Regional,2127041990
FHI,Federated Hermes,Asset Management,3268017402
FHLT,Future Health ESG,Shell Companies,66904131
FHN,First Horizon,Banks - Regional,5851394212
FHTX,Foghorn Therapeutics,Biotechnology,291937104
FIAC,Focus Impact Acquisition,Shell Companies,300592760
FIBK,First Interstate BancSystem,Banks - Regional,2384991600
FICO,Fair Isaac,Software - Application,18889535049
FICV,Frontier Investment,Shell Companies,257750000
FIGS,"FIGS, Inc.",Apparel Manufacturing,1350135753
FINV,FinVolution Group,Credit Services,1092464131
FINW,FinWise Bancorp,Banks - Regional,101057848
FIP,FTAI Infrastructure,Conglomerates,322202137
FIS,Fidelity National Information Services,Information Technology Services,33673834880
FISI,Financial Institutions,Banks - Regional,253699050
FISV,Fiserv,Information Technology Services,73793239313
FITB,Fifth Third Bancorp,Banks - Regional,17085972403
FIVE,Five Below,Specialty Retail,10587754335
FIVN,Five9,Software - Infrastructure,4379489799
FIX,Comfort Systems USA,Engineering & Construction,5412338100
FIXX,Homology Medicines,Biotechnology,61262488
FIZZ,National Beverage,Beverages - Non-Alcoholic,4864619411
FKWL,Franklin Wireless,Communication Equipment,44191125
